Estimate	Std..Error	z.value	p	otu	effect	p.adjust	class	order	family	genus	sp
2.16389863886345	0.451911697012975	4.78832181854617	1.68181794981586e-06	4422127	Sediment	1.71533871995014e-05	Bacteroidia	Bacteroidales	NA	NA	NA
1.28434453008512	0.317882794027041	4.04030842253092	5.33809548565677e-05	714176	Roots	0.000366746930588641	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	NA
2.1638986388634	0.45191169701297	4.78832181854611	1.68181794981634e-06	811685	Sediment	1.71533871995014e-05	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]	NA	NA
3.36037538713899	0.642693358914036	5.22858271449551	1.70814410523451e-07	4470278	Water	2.17586768426439e-06	Acidimicrobiia	Acidimicrobiales	OCS155	NA	NA
3.75146291855698	0.383946208798973	9.77080339012066	1.50255801543706e-22	817600	Water	5.94612291975627e-20	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	NA
4.02883939022931	0.452880976967275	8.89602256471116	5.78838167339066e-19	818655	Sediment	8.58995840331175e-17	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1.24513904337927	0.363381017607851	3.42653849002917	0.000611327114493642	551168	Sediment	0.00289150418456913	OS-K	NA	NA	NA	NA
1.28227702900706	0.253982445601305	5.04868368351702	4.44864612909951e-07	825763	Sediment	5.22914127174944e-06	Gammaproteobacteria	Thiotrichales	NA	NA	NA
1.90210751265682	0.397859148453515	4.78085654194543	1.74549891588891e-06	805279	Sediment	1.76813678578783e-05	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	NA
2.39946144339549	0.792013536472439	3.02957125465618	0.00244901126457853	349931	Roots	0.00948278639303422	PRR-12	GN03	NA	NA	NA
0.970950933863227	0.280232190262434	3.46480871078352	0.000530608752457704	161690	Water	0.00256698741205292	Chloroflexi	[Roseiflexales]	[Roseiflexaceae]	Roseiflexus	NA
1.24513904337929	0.363381017607851	3.42653849002922	0.000611327114493542	585719	Sediment	0.00289150418456913	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	NA
3.133976380794	0.483877973292217	6.47679074844221	9.36939839599046e-11	540127	Water	2.30619791773257e-09	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
1.39823852664845	0.30923084417084	4.521665781425	6.13548801302387e-06	957408	Water	5.61174989912322e-05	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	NA
3.55057478241425	0.747064471584401	4.75270196544626	2.00716107722236e-06	267584	Sediment	2.01258583689111e-05	NA	NA	NA	NA	NA
2.380739522943	0.304553934733139	7.81713598620582	5.40387168929803e-15	580875	Roots	3.41248748379501e-13	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	NA
1.91827618485313	0.439304868346758	4.36661717879932	1.26185605053436e-05	532696	Roots	0.000104468305662091	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	NA
2.16721349867527	0.292631365141805	7.40595082015582	1.302140869835e-13	537485	Sediment	6.03867828385981e-12	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	NA
2.12323987174658	0.282664755692089	7.51151259217989	5.84480479906903e-14	644295	Roots	2.91552615859444e-12	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	NA
2.61982596711441	0.508115079478311	5.15596972600031	2.52321663566906e-07	527507	Sediment	3.12037790611074e-06	Gammaproteobacteria	Chromatiales	NA	NA	NA
3.96421286747553	0.616945823948597	6.42554453501873	1.31398287664902e-10	594314	Roots	3.15781471894274e-09	Gammaproteobacteria	Chromatiales	NA	NA	NA
1.80504870115449	0.365242190080949	4.94205968033	7.73015435477513e-07	77437	Roots	8.69056747158052e-06	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA
1.99470031321933	0.339368923545405	5.87767522252947	4.16068208052609e-09	277421	Sediment	7.41675940840927e-08	Cytophagia	Cytophagales	Flammeovirgaceae	NA	NA
2.4040827356686	0.653468711796914	3.67895614934315	0.000234190526293965	165553	Roots	0.00128006902769888	OP8_2	NA	NA	NA	NA
4.05405080699974	0.755847628764377	5.36358209342682	8.15875452840663e-08	621743	Water	1.09077402884283e-06	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA	NA
1.70339233673364	0.304589405035123	5.59242149784302	2.23924407086249e-08	370358	Sediment	3.3147513228528e-07	Deltaproteobacteria	Syntrophobacterales	NA	NA	NA
1.78291286505581	0.505048232555705	3.53018335701067	0.00041527176343566	649412	Roots	0.00208725926143444	Deltaproteobacteria	Desulfuromonadales	Pelobacteraceae	Pelobacter	NA
1.33268490862525	0.427149456782002	3.11994990855248	0.00180881796646178	916311	Water	0.00729921376540931	Nostocophycideae	Nostocales	Nostocaceae	NA	NA
3.89709735520942	1.03428097153649	3.76792908547861	0.000164607445452098	4324110	Sediment	0.000960776594103888	Acidobacteria-6	BPC015	NA	NA	NA
1.45281497952363	0.436379054566697	3.32925002774527	0.000870801930848214	320467	Sediment	0.00392191218627854	Gammaproteobacteria	Chromatiales	NA	NA	NA
2.61373952163097	0.313026109009216	8.34990898971311	6.83155860713767e-17	513711	Roots	6.23878952184142e-15	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	NA
1.25264576954704	0.25584105213721	4.89618753160551	9.77138221182133e-07	369261	Sediment	1.06232463020827e-05	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	NA	NA
3.17107246946856	0.327325134473598	9.68783675768822	3.39646138670301e-22	176817	Roots	1.12007748841495e-19	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	NA
1.66103288062117	0.425439978515737	3.90427078906908	9.45099150425133e-05	4473134	Sediment	0.000596820059247207	Spirochaetes	Spirochaetales	Spirochaetaceae	NA	NA
3.04495134615782	0.630093760143213	4.83253689969209	1.34804115830587e-06	1853457	Roots	1.4213094699296e-05	Bacteroidia	Bacteroidales	Marinilabiaceae	NA	NA
1.12065304021821	0.341616262597613	3.28044406228465	0.00103643814978001	114657	Roots	0.00455388368400749	Bacteroidia	Bacteroidales	SB-1	NA	NA
2.0681754871512	0.311852433926843	6.63190426673523	3.31383493563071e-11	810850	Roots	8.58992322179209e-10	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter	NA
1.01668249986778	0.328338480543607	3.09644638113854	0.00195855279531182	807785	Roots	0.00783421118124729	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
3.07103772151345	0.395016358854057	7.77445706406322	7.57716851046266e-15	566761	Sediment	4.54323962405115e-13	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
2.86795629247777	0.464872973730091	6.16933324702788	6.8578556697876e-10	564692	Sediment	1.45386540199497e-08	Gammaproteobacteria	Thiotrichales	NA	NA	NA
3.36694100615274	0.333875059257814	10.0844340204305	6.47371796272363e-24	4464567	Sediment	2.95599921744058e-21	Gemm-4	NA	NA	NA	NA
2.08215522926197	0.395460159596202	5.26514537238852	1.40078469255865e-07	279463	Roots	1.81948751313526e-06	Flavobacteriia	Flavobacteriales	NA	NA	NA
1.38160108685687	0.310363449337743	4.45155861556812	8.5249255325551e-06	590689	Roots	7.48579259781761e-05	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	NA
3.143755194399	0.434631172132044	7.23315628508096	4.71895806355424e-13	247055	Water	1.85508179240119e-11	Acidimicrobiia	Acidimicrobiales	OCS155	NA	NA
1.63760878939985	0.475594659967489	3.44328674655807	0.000574689627558479	4302686	Sediment	0.00274224889806039	Bacteroidia	Bacteroidales	NA	NA	NA
1.64952382395159	0.356706961731381	4.62431071136137	3.75846124703552e-06	557174	Sediment	3.58109566009676e-05	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
2.13639679423821	0.308811675936391	6.91812182217572	4.57670659368796e-12	833257	Sediment	1.492710458249e-10	NA	NA	NA	NA	NA
1.36115705902711	0.322160424214284	4.22509084518011	2.38844407404474e-05	293261	Sediment	0.000182000051649931	Opitutae	NA	NA	NA	NA
1.25804000688397	0.320118970365539	3.929913948703	8.49762671718623e-05	1108285	Sediment	0.000542840778749411	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	NA
1.76742736844988	0.348769915735314	5.06760270513471	4.02857145983233e-07	802011	Leaf	4.75419486790551e-06	Betaproteobacteria	Methylophilales	Methylophilaceae	NA	NA
2.13281099204216	0.525089823594749	4.06180218355976	4.86953325951957e-05	340420	Sediment	0.000339267012071692	Bacteroidia	Bacteroidales	VC21_Bac22	NA	NA
1.57063816316304	0.369860647102135	4.24656739090523	2.17070510162714e-05	279053	Sediment	0.000167341629652711	Phycisphaerae	MSBL9	NA	NA	NA
2.09779068034796	0.369626563765386	5.67543268259121	1.38338538246585e-08	185015	Leaf	2.16099358692561e-07	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
3.07624190516687	0.335395112009226	9.17199385148538	4.64349505807649e-20	663304	Roots	9.84420952312216e-18	Bacteroidia	Bacteroidales	NA	NA	NA
2.40285799820268	0.401559859544146	5.98381023673637	2.17977255186794e-09	1109190	Sediment	4.09466135059916e-08	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	NA
2.06021017917897	0.528443339029521	3.898639697044	9.67345872841924e-05	200618	Sediment	0.00060699419674319	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
2.64587924543699	0.330688789233593	8.00111564582852	1.23296918463115e-15	4363469	Roots	9.03634080200587e-14	Caldithrixae	Caldithrixales	Caldithrixaceae	NA	NA
2.56013005456821	0.563281078185008	4.54503116422338	5.49271267435343e-06	559867	Sediment	5.08654328158533e-05	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	NA
1.26291533995909	0.412820913805741	3.05923294514427	0.00221904531280892	4385307	Leaf	0.00867166094590767	Gloeobacterophycideae	Gloeobacterales	Gloeobacteraceae	Gloeobacter	NA
2.74822830988932	0.770187847974127	3.56825716884284	0.000359363695698879	4319491	Sediment	0.001837366836924	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
2.79374490574973	0.556426216532588	5.02087217090375	5.14373835881442e-07	150298	Sediment	5.95189686119345e-06	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
2.76123984362908	0.303712018745477	9.09163837188516	9.75577041750081e-20	1783754	Sediment	1.70324274112602e-17	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]	NA	NA
2.01490302051991	0.489177145167308	4.11896393857643	3.80579694131449e-05	545445	Sediment	0.000273501339511426	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas	NA
1.27364943652309	0.31217341914076	4.07994197593357	4.50469437146221e-05	1915223	Water	0.000318711153623357	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1.38399020859443	0.409004460569827	3.38380223693954	0.000714894760481106	4024552	Roots	0.00330499633817433	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA	NA
2.49641424018208	0.565475756333531	4.41471488781146	1.01143203205899e-05	1107117	Sediment	8.62623641135364e-05	Bacteroidia	Bacteroidales	NA	NA	NA
3.063559807342	0.758711877825324	4.03784347771516	5.39448257071875e-05	1107112	Sediment	0.000368488475716774	Acidobacteria-6	BPC015	NA	NA	NA
2.00609722618086	0.394581089066449	5.08411903603172	3.69336266371566e-07	145480	Sediment	4.42905066097296e-06	Gammaproteobacteria	Alteromonadales	OM60	NA	NA
3.10068405184113	0.340282925817935	9.11207650042401	8.08200290220688e-20	93747	Roots	1.45378088568182e-17	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
3.14031350236493	0.625678970444846	5.01904914613357	5.19278649691551e-07	2572944	Sediment	5.99696121511487e-06	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
3.19295723585037	0.624592581366976	5.11206397754886	3.18657861266521e-07	2572949	Sediment	3.87613332884851e-06	Anaerolineae	GCA004	NA	NA	NA
2.28819633908454	0.573751108884348	3.98813405961673	6.65950296543257e-05	669183	Sediment	0.000441685023495058	Gammaproteobacteria	[Marinicellales]	[Marinicellaceae]	NA	NA
2.79684569988439	0.437220408739513	6.39687819685173	1.58585729127942e-10	1107948	Sediment	3.73557495279153e-09	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	NA
1.62044352622976	0.361230616108006	4.48589752355116	7.26076350177282e-06	694774	Roots	6.442435298434e-05	Gammaproteobacteria	NA	NA	NA	NA
1.59108877376562	0.391747163257411	4.06151957945421	4.87543284047962e-05	973998	Leaf	0.000339279828148734	Gammaproteobacteria	Alteromonadales	OM60	NA	NA
1.12005428261689	0.369791490505535	3.02888062969131	0.00245461649877602	4469684	Sediment	0.00948278639303422	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium	NA
3.03100034845364	0.395077232859431	7.67191854239821	1.69442552511434e-14	4377181	Sediment	9.57915230197973e-13	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
2.23868129098752	0.343759881371195	6.51234018948875	7.39889152489017e-11	3628191	Sediment	1.83764937622377e-09	Sva0725	Sva0725	NA	NA	NA
1.67468041106803	0.346894442379086	4.82763690182716	1.38162706647132e-06	164367	Sediment	1.45413799052726e-05	Bacteroidia	Bacteroidales	NA	NA	NA
3.143755194399	0.434631172132043	7.23315628508098	4.71895806355384e-13	884345	Water	1.85508179240119e-11	Gammaproteobacteria	Oceanospirillales	SUP05	NA	NA
1.74663903394652	0.337022250046856	5.18256297233696	2.18857437907312e-07	1104960	Sediment	2.72928099037353e-06	Gammaproteobacteria	Alteromonadales	OM60	NA	NA
1.78658258104759	0.467579544273931	3.82091689622958	0.000132956451474146	699854	Sediment	0.00079399345669083	Gammaproteobacteria	Alteromonadales	OM60	NA	NA
1.62105842516768	0.41288925767335	3.92613369091367	8.63221890090088e-05	908606	Roots	0.000549925813387946	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	NA
2.15279366286593	0.323693999620938	6.65070611561217	2.91690197043513e-11	589587	Sediment	7.62763440374578e-10	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA	NA
4.32318613464805	0.629582128805379	6.86675484714158	6.56787935820849e-12	663753	Water	2.0823221791737e-10	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera	NA
2.67844973100419	0.362363266589307	7.39161492889365	1.45056104515939e-13	714004	Leaf	6.62348489543548e-12	[Saprospirae]	[Saprospirales]	Saprospiraceae	NA	NA
2.42363582439479	0.648997164191732	3.73443207169204	0.000188139260955694	2109652	Sediment	0.00107384101253173	OM190	CL500-15	NA	NA	NA
1.47125108359493	0.485979668131501	3.0273922554242	0.0024667363408628	160369	Sediment	0.00948278639303422	Bacteroidia	Bacteroidales	VC21_Bac22	NA	NA
1.9452324126688	0.273553394381958	7.11097888974723	1.15222764997177e-12	399640	Sediment	4.17050203062953e-11	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1.48419035944412	0.419929404099719	3.5343806481617	0.000408731982745341	666579	Roots	0.0020578736637628	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1.56687829801524	0.456993674239956	3.42866517927447	0.000606557310517176	356406	Roots	0.00287448060247334	Gammaproteobacteria	NA	NA	NA	NA
2.57764869853935	0.370071648644248	6.96526931469225	3.27776105711579e-12	304068	Sediment	1.08697148799102e-10	OS-K	NA	NA	NA	NA
2.3561258386657	0.574184467546934	4.10343012016972	4.0706944412272e-05	274061	Roots	0.000290777884514135	Gammaproteobacteria	Chromatiales	Chromatiaceae	NA	NA
1.42092437864925	0.271562804534229	5.23239690754539	1.67325978099532e-07	2589	Sediment	2.14988529436975e-06	Cytophagia	Cytophagales	Flammeovirgaceae	NA	NA
3.10109278626454	0.369196644641363	8.39956925739922	4.48119359486456e-17	766044	Sediment	4.22228018716127e-15	Bacteroidia	Bacteroidales	NA	NA	NA
1.33702331198153	0.380095168176824	3.51760144280375	0.000435465870172132	4394271	Sediment	0.00216856158166257	Opitutae	NA	NA	NA	NA
2.68075804235684	0.559518213569774	4.79118995117849	1.65795070104186e-06	172055	Sediment	1.70269815940974e-05	Acidobacteria-6	BPC015	NA	NA	NA
3.761480266975	1.03712660379802	3.62682844428079	0.000286923787605348	202925	Sediment	0.00151933952116445	MHVG	NA	NA	NA	NA
3.03061458510853	0.628176817926447	4.82446104125953	1.40382352778178e-06	3608623	Sediment	1.46709444734399e-05	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	NA
1.95824778301292	0.272242533664889	7.19302658791512	6.33705959722576e-13	653071	Roots	2.44264842656702e-11	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera	mobilis
2.13281099204213	0.525089823594737	4.0618021835598	4.86953325951868e-05	1105285	Sediment	0.000339267012071692	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	NA	NA
2.07189433604446	0.313726508510153	6.60414175991574	3.99826798533844e-11	153292	Sediment	1.02743371259606e-09	BPC102	B110	NA	NA	NA
2.27359755611985	0.448433095761125	5.07009312562194	3.97621095138412e-07	1104882	Sediment	4.71113537074174e-06	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	NA	NA
2.24729106585983	0.335885980074278	6.69063670166543	2.2220167735286e-11	2784395	Sediment	5.99540525802988e-10	Anaerolineae	GCA004	NA	NA	NA
1.77885606426059	0.362733388971159	4.90403177194705	9.388929298822e-07	3412285	Sediment	1.0226180608772e-05	Betaproteobacteria	NA	NA	NA	NA
1.88594668220286	0.276266125568998	6.82655782832063	8.69762447086339e-12	2167709	Sediment	2.70309418110184e-10	BPC102	B110	NA	NA	NA
1.83905618391439	0.287290289186807	6.40138651786648	1.53972234351297e-10	334143	Sediment	3.64135132712867e-09	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	NA
2.02060104165688	0.275535683625715	7.33335521217514	2.24460961964301e-13	314251	Sediment	9.683727846566e-12	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	NA
3.03061458510853	0.628176817926452	4.8244610412595	1.40382352778199e-06	4303799	Sediment	1.46709444734399e-05	Gemm-4	NA	NA	NA	NA
4.02218211597183	1.03200636896775	3.89743923770061	9.72152032208929e-05	320242	Sediment	0.000607719362647904	Sva0725	Sva0725	NA	NA	NA
1.78173034750665	0.407342172157212	4.37403850937142	1.2196884874153e-05	556389	Leaf	0.000101543770845683	Gammaproteobacteria	NA	NA	NA	NA
3.83076004134734	1.0356208512914	3.69899856358672	0.000216451825827329	584106	Sediment	0.00120305059748248	Acidobacteria-6	CCU21	NA	NA	NA
3.84193062841552	0.370712317451718	10.363644388255	3.6286705780345e-25	4468959	Roots	3.07711265017325e-22	Clostridia	Clostridiales	Lachnospiraceae	NA	NA
1.36278294167166	0.330291792644607	4.1259969881783	3.69132097476542e-05	633100	Leaf	0.000266890149892905	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis
1.87302243328449	0.495931813611533	3.77677410861092	0.000158872698009865	1108597	Sediment	0.000933731025135218	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus	NA
1.69513263353898	0.481963227852153	3.51714100906257	0.000436221977109029	1118618	Leaf	0.00216955813836733	Alphaproteobacteria	BD7-3	NA	NA	NA
1.11512255043501	0.302674410744236	3.68423134183386	0.000229393830048912	1066717	Water	0.00126315563559401	Gemmatimonadetes	Gemmatimonadales	NA	NA	NA
3.79449634712492	0.36239071242491	10.4707328776014	1.1772798598686e-25	171401	Roots	1.16472220803e-22	Opitutae	Puniceicoccales	Puniceicoccaceae	NA	NA
1.36175325219835	0.358097420190518	3.80274521797408	0.000143101505626554	4389271	Sediment	0.000847755027344626	Gammaproteobacteria	Alteromonadales	NA	NA	NA
1.55691987814972	0.480432499364777	3.24066311127633	0.00119252025652929	4436510	Sediment	0.00511104710668436	[Lentisphaeria]	Victivallales	Victivallaceae	NA	NA
2.49495698269421	0.370902667390067	6.72671620360807	1.73534727617859e-11	4436512	Sediment	4.74732190870698e-10	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1.31078680457114	0.413283064625385	3.17164412666966	0.00151578631564532	543273	Roots	0.00630533116304877	Gammaproteobacteria	Thiohalorhabdales	NA	NA	NA
2.69259807528693	0.561818639531056	4.79264639125255	1.64595586269592e-06	11103	Roots	1.69624895850052e-05	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas	NA
1.78375426185592	0.441478573005838	4.04040959385889	5.33579310471742e-05	527049	Sediment	0.000366746930588641	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA	NA
2.74822830988932	0.770187847974126	3.56825716884284	0.000359363695698877	325483	Sediment	0.001837366836924	Gammaproteobacteria	Alteromonadales	OM60	NA	NA
1.44204200365651	0.461357498259888	3.12564986825941	0.00177412644536423	992510	Leaf	0.00719345258175005	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	NA
1.63760878939985	0.475594659967486	3.4432867465581	0.000574689627558431	341837	Sediment	0.00274224889806039	Gammaproteobacteria	Chromatiales	NA	NA	NA
