s.Leaf	s.Roots	s.Sediment	s.Water	index	stat	p.value	Leaf.A	Roots.A	Sediment.A	Water.A	Leaf.B	Roots.B	Sediment.B	Water.B	p.adjust	phylum	class	order	family	genus	sp
1	0	0	0	1	0.348648800086887	0.001	0.696184282320696	0.172804401932076	0.102376591282948	0.0286347244642796	0.174603174603175	0.0666666666666667	0.0483870967741935	0.0113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA	NA
1	0	0	0	1	0.322197733142003	0.001	0.817514611529532	0.182485388470468	0	0	0.126984126984127	0.025	0	0	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA	NA
1	0	0	0	1	0.439208702165709	0.001	0.714880582097615	0.151290069459317	0.00990864252146866	0.123920705921599	0.26984126984127	0.0916666666666667	0.0161290322580645	0.0909090909090909	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA	NA
1	0	0	0	1	0.306350493059972	0.001	0.656954372186614	0.0968130553349324	0.0695114259750445	0.17672114650341	0.142857142857143	0.0416666666666667	0.0241935483870968	0.0681818181818182	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Aquimarina	NA
1	0	0	0	1	0.309238096690948	0.001	0.860653804005362	0	0	0.139346195994638	0.111111111111111	0	0	0.0340909090909091	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
1	0	0	0	1	0.450473127217932	0.001	0.913167172554766	0.0592203226999086	0.0102907449529736	0.0173217597923518	0.222222222222222	0.075	0.0241935483870968	0.0227272727272727	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Gramella	NA
1	0	0	0	1	0.479148617705524	0.001	0.903984629030886	0.0517112579689791	0.00558290459648349	0.0387212084036509	0.253968253968254	0.05	0.0161290322580645	0.0681818181818182	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	NA
1	0	0	0	1	0.428546617801165	0.001	0.890006832970425	0.0358689219484071	0	0.0741242450811677	0.206349206349206	0.0583333333333333	0	0.0795454545454545	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Kordia	NA
1	0	0	0	1	0.46720009707996	0.004	0.597886244992435	0.135102587529336	0.0868647754073495	0.180146392070879	0.365079365079365	0.291666666666667	0.306451612903226	0.193181818181818	0.00716521739130435	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
1	0	0	0	1	0.333290187854042	0.001	0.777576445238477	0.109062199574437	0	0.113361355187086	0.142857142857143	0.0166666666666667	0	0.0227272727272727	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
1	0	0	0	1	0.419018758851087	0.001	0.650666669232566	0.12299698196018	0.0580535263168984	0.168282822490355	0.26984126984127	0.125	0.0564516129032258	0.102272727272727	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
1	0	0	0	1	0.440181061620149	0.001	0.871917151540685	0.0684055116847056	0.0069120331659048	0.0527653036087042	0.222222222222222	0.158333333333333	0.032258064516129	0.113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Maribacter	NA
1	0	0	0	1	0.395062466806112	0.002	0.446940191762392	0.133247164852404	0.0159296216064722	0.403883021778732	0.349206349206349	0.0833333333333333	0.032258064516129	0.215909090909091	0.00393630573248408	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
1	0	0	0	1	0.478233778584774	0.001	0.51459198070381	0.175706189053397	0.132157547511311	0.177544282731482	0.444444444444444	0.408333333333333	0.354838709677419	0.284090909090909	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
1	0	0	0	1	0.349593146818856	0.001	0.549969157362197	0.163404339050414	0.0878160369266164	0.198810466660773	0.222222222222222	0.1	0.0645161290322581	0.113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
1	0	0	0	1	0.466346933402567	0.001	0.595704614109594	0.239973944134113	0.040343934512388	0.123977507243906	0.365079365079365	0.316666666666667	0.0725806451612903	0.113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	thalassocola
1	0	0	0	1	0.394909181972584	0.003	0.614065969149631	0.0443438672071189	0.00459566821920128	0.336994495424049	0.253968253968254	0.0916666666666667	0.00806451612903226	0.227272727272727	0.00559698113207547	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.30250773292026	0.002	0.823598356288996	0.0368816589997916	0	0.139519984711213	0.111111111111111	0.025	0	0.0340909090909091	0.00393630573248408	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.366100116023792	0.001	0.649526583231996	0.100380962658567	0.0936409381596095	0.156451515949827	0.206349206349206	0.0666666666666667	0.0967741935483871	0.113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.531138260113988	0.001	0.935410243972926	0.0454390270882565	0.00887936796121814	0.0102713609775994	0.301587301587302	0.183333333333333	0.0645161290322581	0.0454545454545455	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.395947607962067	0.001	0.658452934653706	0.139834814154585	0.123761347173139	0.0779509040185697	0.238095238095238	0.1	0.120967741935484	0.0681818181818182	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.283436909477787	0.002	0.843533057370354	0.0614265834683124	0.0141840980630684	0.0808562610982654	0.0952380952380952	0.025	0.00806451612903226	0.0227272727272727	0.00393630573248408	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.255059439395234	0.005	0.819697002070098	0.110984807564136	0.0693181903657657	0	0.0793650793650794	0.0333333333333333	0.0161290322580645	0	0.00868587491215741	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.459008294725	0.001	0.884892181430679	0.0445480614125595	0.0213336934940541	0.0492260636627078	0.238095238095238	0.0416666666666667	0.032258064516129	0.0568181818181818	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.40413254323235	0.001	0.791488929805014	0.0445779558115535	0.00594626457285287	0.15798684981058	0.206349206349206	0.0833333333333333	0.0161290322580645	0.113636363636364	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.404304246792318	0.001	0.79216163156778	0.0971700126394746	0.0613319478003724	0.0493364079923735	0.206349206349206	0.116666666666667	0.104838709677419	0.0454545454545455	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA	NA
1	0	0	0	1	0.335642048406325	0.001	0.788589092608759	0.104780824519336	0.0380777636050102	0.0685523192668941	0.142857142857143	0.025	0.0161290322580645	0.0227272727272727	0.00217605633802817	Bacteroidetes	Flavobacteriia	Flavobacteriales	NA	NA	NA
1	0	0	0	1	0.42352274157405	0.001	0.513654786168871	0.123413963416744	0.0176827494084185	0.345248501005966	0.349206349206349	0.125	0.032258064516129	0.25	0.00217605633802817	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	NS11-12	NA	NA
1	0	0	0	1	0.295265361726276	0.002	0.686555366453368	0.122203199728037	0.0344569455886946	0.156784488229899	0.126984126984127	0.025	0.00806451612903226	0.0340909090909091	0.00393630573248408	Chloroflexi	Anaerolineae	DRC31	NA	NA	NA
1	0	0	0	1	0.349755909224679	0.001	0.963342418795959	0.0245570060705964	0	0.0121005751334447	0.126984126984127	0.0166666666666667	0	0.0113636363636364	0.00217605633802817	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
1	0	0	0	1	0.280902218365138	0.004	0.621385193224337	0.170050585718767	0.0111416104807992	0.197422610576097	0.126984126984127	0.0833333333333333	0.00806451612903226	0.0227272727272727	0.00716521739130435	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
1	0	0	0	1	0.436528685913944	0.002	0.375159671825704	0.138471071783343	0.113494479018244	0.372874777372709	0.507936507936508	0.241666666666667	0.201612903225806	0.454545454545455	0.00393630573248408	Chloroflexi	Anaerolineae	WCHB1-50	NA	NA	NA
1	0	0	0	1	0.505262565820526	0.001	0.423244379116608	0.104520579600781	0.092627836474339	0.379607204808272	0.603174603174603	0.3	0.274193548387097	0.590909090909091	0.00217605633802817	Chloroflexi	Chloroflexi	[Roseiflexales]	[Roseiflexaceae]	Roseiflexus	NA
1	0	0	0	1	0.531479704903453	0.001	0.404446650764283	0.117512254256224	0.122482105581064	0.355558989398429	0.698412698412698	0.433333333333333	0.459677419354839	0.647727272727273	0.00217605633802817	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Chloroflexus	NA
1	0	0	0	1	0.349192820663936	0.001	0.96024305477548	0.0156507209464093	0	0.0241062242781112	0.126984126984127	0.00833333333333333	0	0.0113636363636364	0.00217605633802817	Chloroflexi	Chloroflexi	Chloroflexales	Chloroflexaceae	Chloronema	NA
1	0	0	0	1	0.380587047706568	0.001	0.536784091503889	0.168301404364236	0.13905293461583	0.155861569516045	0.26984126984127	0.0916666666666667	0.0887096774193548	0.102272727272727	0.00217605633802817	Chloroflexi	TK17	mle1-48	NA	NA	NA
1	0	0	0	1	0.347030896053575	0.003	0.474194868587004	0.185662648873317	0.0583034259851159	0.281839056554564	0.253968253968254	0.075	0.0564516129032258	0.147727272727273	0.00559698113207547	Cyanobacteria	Gloeobacterophycideae	Gloeobacterales	Gloeobacteraceae	Gloeobacter	NA
1	0	0	0	1	0.523309699109166	0.001	0.690109663777949	0.0692261301714326	0.045299650445799	0.195364555604819	0.396825396825397	0.15	0.161290322580645	0.329545454545455	0.00217605633802817	Cyanobacteria	Gloeobacterophycideae	Gloeobacterales	Gloeobacteraceae	Gloeobacter	NA
1	0	0	0	1	0.516290986690792	0.001	0.419826303127588	0.162386529432669	0.140700555249208	0.277086612190534	0.634920634920635	0.441666666666667	0.411290322580645	0.602272727272727	0.00217605633802817	Cyanobacteria	Nostocophycideae	Nostocales	NA	NA	NA
1	0	0	0	1	0.570059089506976	0.001	0.435594553794891	0.107027315697379	0.0936662999619195	0.36371183054581	0.746031746031746	0.516666666666667	0.483870967741935	0.693181818181818	0.00217605633802817	Cyanobacteria	Nostocophycideae	Nostocales	NA	NA	NA
1	0	0	0	1	0.30287061085929	0.002	0.963171372683937	0.0130811141911711	0	0.0237475131248918	0.0952380952380952	0.0166666666666667	0	0.0227272727272727	0.00393630573248408	Cyanobacteria	Oscillatoriophycideae	Oscillatoriales	Phormidiaceae	Phormidium	NA
1	0	0	0	1	0.346172970448674	0.001	0.943706338070413	0.0260274174066425	0	0.030266244522945	0.126984126984127	0.00833333333333333	0	0.0113636363636364	0.00217605633802817	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Leptolyngbya	NA
1	0	0	0	1	0.347245036346499	0.001	0.94956053272984	0.0216876583749536	0	0.028751808895206	0.126984126984127	0.00833333333333333	0	0.0113636363636364	0.00217605633802817	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Leptolyngbya	NA
1	0	0	0	1	0.377202567733488	0.001	0.995972439733155	0.00167569495222407	0	0.00235186531462113	0.142857142857143	0.00833333333333333	0	0.0113636363636364	0.00217605633802817	Cyanobacteria	Synechococcophycideae	Pseudanabaenales	Pseudanabaenaceae	Leptolyngbya	NA
1	0	0	0	1	0.43109556446357	0.001	0.41814761782537	0.0728807921435833	0.100486154116481	0.408485435914565	0.444444444444444	0.133333333333333	0.161290322580645	0.397727272727273	0.00217605633802817	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis
1	0	0	0	1	0.432006841041636	0.001	0.40543739222506	0.146780584691386	0.06687137702555	0.380910646058004	0.46031746031746	0.2	0.112903225806452	0.443181818181818	0.00217605633802817	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	brevis
1	0	0	0	1	0.263822220506836	0.004	0.730822722348157	0.0768085256768082	0.0336288959345769	0.158739856040458	0.0952380952380952	0.0166666666666667	0.00806451612903226	0.0340909090909091	0.00716521739130435	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
1	0	0	0	1	0.552837095671856	0.001	0.770184712964249	0.102629449723264	0.0156445991418001	0.111541238170687	0.396825396825397	0.141666666666667	0.0403225806451613	0.0909090909090909	0.00217605633802817	Planctomycetes	OM190	agg27	NA	NA	NA
1	0	0	0	1	0.313214020019732	0.005	0.475422339017386	0.0829972221915986	0.0880581528458435	0.353522285945172	0.206349206349206	0.0583333333333333	0.0725806451612903	0.170454545454545	0.00868587491215741	Planctomycetes	Planctomycetia	Gemmatales	Gemmataceae	Gemmata	NA
1	0	0	0	1	0.260063931678219	0.003	0.608699237039399	0.0828933999750558	0.0351145141016401	0.273292848883905	0.111111111111111	0.0166666666666667	0.00806451612903226	0.0568181818181818	0.00559698113207547	Planctomycetes	Planctomycetia	Gemmatales	Isosphaeraceae	NA	NA
1	0	0	0	1	0.495362202259368	0.001	0.572561993330252	0.0672860195123	0.259321935423348	0.1008300517341	0.428571428571429	0.25	0.57258064516129	0.284090909090909	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.405493049051627	0.001	0.609338271072862	0.125922701891773	0.173839792469219	0.0908992345661462	0.26984126984127	0.108333333333333	0.112903225806452	0.0454545454545455	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.549273617590663	0.001	0.613135320639078	0.0627109299784287	0.242212607715586	0.0819411416669072	0.492063492063492	0.308333333333333	0.709677419354839	0.261363636363636	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.36555278582354	0.001	0.647585913159316	0.165057049020783	0.0664489310104697	0.120908106809431	0.206349206349206	0.108333333333333	0.0564516129032258	0.0568181818181818	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.401128470119351	0.001	0.596291477708138	0.125364045754527	0.0826472465772082	0.195697229960127	0.26984126984127	0.15	0.137096774193548	0.113636363636364	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.385619668492562	0.001	0.851659937262157	0.0646236938673437	0.0183016736437701	0.0654146952267293	0.174603174603175	0.05	0.0161290322580645	0.0568181818181818	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.472726592780539	0.001	0.703931859293978	0.0774187690652037	0.124550550466009	0.0940988211748093	0.317460317460317	0.158333333333333	0.274193548387097	0.0795454545454545	0.00217605633802817	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	NA	NA
1	0	0	0	1	0.629617873186074	0.001	0.861185378373357	0.0814244796285358	0.0102684683697508	0.0471216736283564	0.46031746031746	0.266666666666667	0.0564516129032258	0.0795454545454545	0.00217605633802817	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	NA
1	0	0	0	1	0.502391659225112	0.001	0.588927218270908	0.16727663126786	0.0576371461785576	0.186159004282674	0.428571428571429	0.25	0.137096774193548	0.204545454545455	0.00217605633802817	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	NA
1	0	0	0	1	0.425892569869904	0.001	0.761814820495643	0.0657421337972445	0.00948038465659632	0.162962661050516	0.238095238095238	0.0333333333333333	0.00806451612903226	0.0909090909090909	0.00217605633802817	Planctomycetes	vadinHA49	NA	NA	NA	NA
1	0	0	0	1	0.355510171296447	0.001	0.723855578127223	0.0643163245652362	0.0685010724269481	0.143327024880593	0.174603174603175	0.025	0.032258064516129	0.0454545454545455	0.00217605633802817	Proteobacteria	Alphaproteobacteria	BD7-3	NA	NA	NA
1	0	0	0	1	0.358180881513609	0.001	0.898054807173062	0.0296027617094753	0.0123297843409225	0.0600126467765403	0.142857142857143	0.0166666666666667	0.00806451612903226	0.0227272727272727	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	NA	NA
1	0	0	0	1	0.363839982300031	0.002	0.833991056136545	0.0157731531859477	0.00160114237330675	0.1486346483042	0.158730158730159	0.0166666666666667	0.00806451612903226	0.147727272727273	0.00393630573248408	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	NA
1	0	0	0	1	0.268382318829223	0.002	0.756305225131581	0.186748889206617	0	0.0569458856618015	0.0952380952380952	0.0333333333333333	0	0.0113636363636364	0.00393630573248408	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	NA	NA
1	0	0	0	1	0.63992009303737	0.001	0.921369882314152	0.0391347277128188	0.0107887240100809	0.0287066659629487	0.444444444444444	0.108333333333333	0.0483870967741935	0.0568181818181818	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
1	0	0	0	1	0.456361765033642	0.001	0.656038090841556	0.159879873566971	0.121821768662041	0.0622602669294315	0.317460317460317	0.133333333333333	0.137096774193548	0.0340909090909091	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
1	0	0	0	1	0.558104385457672	0.001	0.934441515201259	0.0277726668170753	0.00270694084774555	0.0350788771339205	0.333333333333333	0.125	0.0161290322580645	0.113636363636364	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
1	0	0	0	1	0.349460486276785	0.001	0.961715722816857	0.0119143542823782	0.00517080261813358	0.0211991202826313	0.126984126984127	0.0166666666666667	0.00806451612903226	0.0227272727272727	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	NA	NA
1	0	0	0	1	0.493702346879359	0.001	0.590605633107453	0.238397301090299	0.0665703672382306	0.104426698564017	0.412698412698413	0.191666666666667	0.145161290322581	0.0795454545454545	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
1	0	0	0	1	0.392685504035987	0.002	0.53970666777999	0.0682729946251072	0.0263636386434884	0.365656698951414	0.285714285714286	0.125	0.0887096774193548	0.170454545454545	0.00393630573248408	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
1	0	0	0	1	0.364475159259778	0.001	0.64377345601529	0.102045416388658	0.0976592346333077	0.156521892962745	0.206349206349206	0.075	0.0887096774193548	0.0795454545454545	0.00217605633802817	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
