otu	coef	p	effect	p.adjust	class	order	family	genus
578719	2.33163277842513	2.21187055257961e-06	as.factor(host.env)Host	5.34369533680968e-05	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
304550	3.12556346338364	0.00249704701671929	as.factor(host.env)Host	0.0112717802428077	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
171401	2.47271137668503	4.53435015748187e-07	as.factor(host.env)Host	1.45900704783698e-05	Opitutae	Puniceicoccales	Puniceicoccaceae	NA
833692	2.2935895300796	0.00251020373715632	as.factor(host.env)Host	0.0112717802428077	Gammaproteobacteria	Chromatiales	NA	NA
137834	1.41176096940787	1.2140999827162e-07	as.factor(host.env)Host	5.15440629025878e-06	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
4345840	2.10360379095411	8.92076851573116e-10	as.factor(host.env)Host	6.94333149474409e-08	Bacteroidia	Bacteroidales	NA	NA
165871	0.943037419776605	0.00224217802345797	as.factor(host.env)Host	0.0102656582054399	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
823476	1.35854049780795	0.0198691205789709	as.factor(host.env)Host	0.0485805199496316	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	NA
3208272	1.81518154204684	6.74455514554505e-08	as.factor(host.env)Host	3.14970725296954e-06	Bacteroidia	Bacteroidales	NA	NA
1106939	1.82608421175997	0.000305054998467605	as.factor(host.env)Host	0.0022259481919433	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
278352	3.3570058175125	0.00110358734939603	as.factor(host.env)Host	0.00636265792799934	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
1146213	1.87487437592941	0.000199914685918661	as.factor(host.env)Host	0.00158204024350362	Opitutae	[Pelagicoccales]	[Pelagicoccaceae]	Pelagicoccus
78896	1.73006588745262	2.72825756885984e-05	as.factor(host.env)Host	0.000310755191379889	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
539184	4.36422182569745	1.80542878477143e-05	as.factor(host.env)Host	0.000237049947917606	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera
1110773	1.83054540614818	2.51296734360038e-05	as.factor(host.env)Host	0.000293388937365344	Gammaproteobacteria	NA	NA	NA
554437	1.53484905544285	0.00124737811973523	as.factor(host.env)Host	0.00695474437190471	Bacteroidia	Bacteroidales	NA	NA
169282	1.1692639496133	4.74034402803845e-05	as.factor(host.env)Host	0.00049194236913199	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
734615	3.02827392636531	1.14366216946139e-16	as.factor(host.env)Host	5.34090233138467e-14	Bacteroidia	Bacteroidales	Marinilabiaceae	NA
653071	2.89086324248353	2.36279025683051e-06	as.factor(host.env)Host	5.34369533680968e-05	Betaproteobacteria	Methylophilales	Methylophilaceae	Methylotenera
3192521	1.88226194745837	0.0154490321454134	as.factor(host.env)Host	0.0414637816776324	Gammaproteobacteria	NA	NA	NA
573260	2.84439607195308	0.00629966002907479	as.factor(host.env)Host	0.0229839158873276	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
307138	1.5649861131824	0.0169908755039226	as.factor(host.env)Host	0.0448290331092195	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	NA
2805275	1.88226194745842	0.0154490321454086	as.factor(host.env)Host	0.0414637816776324	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
723443	1.1946192285662	2.63863161420077e-06	as.factor(host.env)Host	5.60109529014436e-05	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
698982	1.30949459545593	0.00121916534908606	as.factor(host.env)Host	0.00694329534174622	Bacteroidia	Bacteroidales	NA	NA
1108100	2.48808226375601	0.000945266116338468	as.factor(host.env)Host	0.00596539562608195	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
571544	1.73373559243084	0.00733298841955547	as.factor(host.env)Host	0.0249963911819899	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
159759	2.80940269535663	0.000160379726742705	as.factor(host.env)Host	0.00133745236408648	Anaerolineae	envOPS12	NA	NA
241977	2.77909734586235	4.13256612245823e-16	as.factor(host.env)Host	9.64954189593996e-14	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA
264589	1.95258425561322	0.000447112485802058	as.factor(host.env)Host	0.00302610914303711	Deltaproteobacteria	Sva0853	JTB36	NA
586050	2.22161603045451	0.00353549247353987	as.factor(host.env)Host	0.0147015916188611	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
3097224	1.95019736438606	0.00219864604477732	as.factor(host.env)Host	0.0102236306783825	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Sulfurimonas
312446	1.97649357242152	0.0105004466337673	as.factor(host.env)Host	0.0322612406445351	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
111887	2.14524305166993	0.00502777644281829	as.factor(host.env)Host	0.0192456688425934	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
99878	2.48808226375602	0.000945266116338373	as.factor(host.env)Host	0.00596539562608195	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA
800415	1.73673393357877	3.6796592655978e-09	as.factor(host.env)Host	2.4548583957631e-07	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
