otu	coef	p	effect	p.adjust	class	order	family	genus
1104845	-0.00600495068198067	0.00015836004469542	as.factor(host.env)Host	0.00115220584243909	Gammaproteobacteria	Alteromonadales	OM60	NA
582330	-0.00336710510591787	0.000981989388926324	as.factor(host.env)Host	0.00436320038358163	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
4475224	-0.00669747422762509	0.000835496585652965	as.factor(host.env)Host	0.00399538531188403	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	NA
362891	-0.00287160584839241	0.0010135029354308	as.factor(host.env)Host	0.00440926019331751	Gammaproteobacteria	Chromatiales	NA	NA
774258	-0.0172436873407604	0.00042960005113934	as.factor(host.env)Host	0.00235042140724054	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NA
730193	-0.00660214154462528	4.44988546649768e-05	as.factor(host.env)Host	0.000552309313782947	Gammaproteobacteria	Chromatiales	NA	NA
146137	-0.0100982162475019	0.000363523228888214	as.factor(host.env)Host	0.00202475678679646	Planctomycetia	Pirellulales	Pirellulaceae	NA
4462887	-0.00936242554821185	0.000875732090522945	as.factor(host.env)Host	0.00401694502392046	Thermoplasmata	E2	Marine group II	NA
726031	-0.00626163291373166	0.00036464814169794	as.factor(host.env)Host	0.00202475678679646	Gammaproteobacteria	Alteromonadales	OM60	NA
592269	-0.0427378401285026	0.00104833416327778	as.factor(host.env)Host	0.00445980649458038	Alphaproteobacteria	NA	NA	NA
336577	-0.00759243750922781	0.000281217797927703	as.factor(host.env)Host	0.00171991174964479	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
156126	-0.00382829446302246	0.000356090058084329	as.factor(host.env)Host	0.00202475678679646	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfococcus
265051	-0.00632730786630903	0.0019652060360034	as.factor(host.env)Host	0.00740461559994138	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA
770526	-0.0125054161602832	7.25428693297467e-06	as.factor(host.env)Host	0.000113381817989456	Deltaproteobacteria	Myxococcales	NA	NA
824640	-0.00930123188323578	0.00227942481689814	as.factor(host.env)Host	0.00829239028216394	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
4391593	-0.00287658536515146	0.0010487566229182	as.factor(host.env)Host	0.00445980649458038	Gammaproteobacteria	Chromatiales	NA	NA
3390990	-0.0193432544783829	0.00062601389236872	as.factor(host.env)Host	0.00314497455451904	Planctomycetia	Pirellulales	Pirellulaceae	NA
538884	-0.0202772271630488	0.000216702388373699	as.factor(host.env)Host	0.00142888137333907	Alphaproteobacteria	NA	NA	NA
337853	-0.00792815754662159	0.00030690309905142	as.factor(host.env)Host	0.001824128278869	Sva0725	Sva0725	NA	NA
568472	-0.0102445563669425	2.08478969685906e-06	as.factor(host.env)Host	5.04037235176183e-05	Gammaproteobacteria	Chromatiales	NA	NA
1111247	-0.006639334304568	9.89360461810104e-05	as.factor(host.env)Host	0.000852061458946661	OS-K	NA	NA	NA
671457	-0.00681571991949786	0.000348003700072793	as.factor(host.env)Host	0.00202475678679646	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Candidatus Portiera
2794420	-0.0106104683662132	0.000119768633183376	as.factor(host.env)Host	0.000953629494403487	Anaerolineae	GCA004	NA	NA
334143	-0.00672073229745789	0.0005654385599645	as.factor(host.env)Host	0.0028748803892171	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	NA
2338946	-0.013910155962843	8.67674656442917e-05	as.factor(host.env)Host	0.000851531872137003	Gammaproteobacteria	NA	NA	NA
336977	-0.00348616348525382	0.00272922356530011	as.factor(host.env)Host	0.00904120641474061	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	NA
591430	-0.00500184448009027	0.000850117617962188	as.factor(host.env)Host	0.00399538531188403	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Lutimonas
